None, None, None
-0.34118652, 9.650131, 1.1324921
-0.92778015, 9.779419, 1.1265106
0.35794067, 10.204407, 1.7657776
-0.9828491, 9.736313, 0.8547516
-1.0522766, 9.72554, 0.832016
-1.0594635, 9.611816, 1.7095184
-0.62609863, 9.717163, 0.8332062
-0.544693, 9.617798, 1.1181335
-0.58180237, 9.72554, 0.79130554
-0.9397583, 9.306549, 1.4174042
-0.4680786, 10.279816, 1.1408691
-0.5506897, 9.58667, 0.5303345
-0.5758209, 9.981735, 0.65722656
-1.2378387, 9.884766, 0.94932556
-0.35195923, 9.885956, 1.139679
-1.0367279, 10.094269, 0.757782
-1.0343323, 9.76265, 1.0008087
-0.966095, 9.828506, 0.73983765
-0.8344116, 9.766251, 0.89186096
-0.8104553, 9.838074, 0.7960968
-0.8463745, 9.826111, 0.776947
-0.8619385, 9.851242, 0.85954285
-0.77934265, 9.808151, 0.8798981
-0.82362366, 9.786606, 0.8212433
-0.8140564, 9.781815, 0.82962036
-0.88108826, 9.872787, 0.65364075
-0.81884766, 9.793777, 0.95651245
-0.8739166, 9.806946, 0.737442
-0.8727112, 9.823715, 0.8906708
-0.9397583, 9.828506, 0.70033264
-0.8655243, 9.78421, 0.92778015
-0.8655243, 9.847656, 0.8152466
-0.84757996, 9.809341, 0.8260193
-0.8906708, 9.826111, 0.5470886
-0.87031555, 9.799774, 0.90982056
-0.85835266, 9.780609, 0.76138306
-0.9373627, 9.851242, 0.95292664
-0.88108826, 9.811737, 0.59617615
-0.8966522, 9.815323, 1.0103912
-0.8834839, 9.779419, 0.816452
-0.9074249, 9.829697, 0.7637787
-0.9684906, 9.875183, 0.64764404
-0.88108826, 9.735123, 0.9253845
-0.8906708, 9.848846, 0.7194824
-0.92658997, 9.82132, 0.6308899
-0.9648895, 9.878784, 0.62609863
-0.95770264, 9.862015, 0.9002533
-0.9445343, 9.787796, 0.76138306
-0.97805786, 9.797379, 0.836792
-0.97805786, 9.830887, 0.7087097
-0.91342163, 9.833282, 0.950531
-0.9541168, 9.829697, 0.8834839
-0.8451843, 9.835678, 0.9014435
-0.91342163, 9.76265, 0.8930664
-0.9517212, 9.8572235, 0.95532227
-0.89546204, 9.805756, 0.8655243
-0.9038391, 9.869202, 0.8511658
-0.92778015, 9.832092, 0.85835266
-0.89904785, 9.8129425, 0.8344116
-0.8906708, 9.78421, 0.84039307
-0.82962036, 9.828506, 1.0019989
